"ID_REF"	"WT.GSM130365"	"WT.GSM130366"	"WT.GSM130367"	"KO.GSM130368"	"KO.GSM130369"	"KO.GSM130370"
"96118_at"	310.8	424.8	220.6	402	462.8	151.2
"96119_s_at"	431	383.9	608.6	491.5	563.7	508.8
"96120_at"	3912.2	3501.1	3524.5	5214.6	5005.1	4804.2
"96121_at"	1204	1418.3	1469	1490.9	1310.8	1169.4
"96122_at"	86.1	80.1	9.6	18	9.6	80.1
"96123_at"	206.5	59.1	211.4	179.1	240.9	202.6
"96124_at"	418.6	508.6	316.8	371	404.9	434.9
"96125_at"	733.1	707.9	808.3	548.2	602.7	553.5
"96126_at"	458.4	540.8	598.2	733.5	565.3	632
"96127_at"	548.9	622.6	445.6	565.8	640	665
"96128_at"	387.6	431.9	464.1	430.7	570.9	492.5
"96130_at"	629.5	523.1	611.7	798.8	768.1	894.8
"96131_at"	466.7	340.4	662.3	451	404.1	496.3
"96132_at"	98.5	163	168.4	111.4	193.7	157.2
"96134_at"	346.8	368.2	263.2	399.6	350	334.3
"96135_at"	1086.2	957.2	743.2	731.4	788.4	896.4
"96136_at"	244.3	214.7	185	146	169.7	101
"96138_at"	1658.7	1478.7	1358.2	1506.6	1470.7	1688.5
"96139_at"	858.4	818.7	1056.6	886.1	813.4	919.6
"96140_at"	283.2	413.7	379.7	248.8	184.6	209.3
"96143_at"	34.1	46.1	85.8	61.6	90.4	55.4
"96144_at"	114.5	144.5	108.8	132.6	146	91.8
"96145_at"	685.7	720.6	1110.3	758.8	867.1	826.8
"96146_at"	1170.1	1423.8	1176.9	1781.7	1377.9	1320
"96147_at"	378.3	359.5	462.4	404	404.1	428.7
"96148_at"	191.5	201.5	166.7	153.3	196.2	159.1
"96151_at"	101.6	100.8	82.6	102.7	67.1	109.1
"96152_at"	1564.7	1561.3	1776.2	1539.7	1494.9	1691.5
"96153_at"	29.2	31.4	36.8	27.4	31.3	29.3
"96154_at"	1006.3	1019.2	1161	1156.8	1142.2	1062.3
"96155_at"	946.6	972.7	940.4	1118.2	1112.2	999
"96156_at"	1830.9	1963.1	1904.9	3134.8	2983.2	3037.9
"96157_at"	1141.4	710.8	1050.4	943.9	814.3	764.6
"96158_at"	862.1	986.3	1240.6	1313.3	1111	1151.8
"96160_at"	574.4	723.9	887.7	877.9	442.7	564.4
"96162_at"	1391.9	1496.7	1158.4	2138.9	2134.5	2232.5
"96165_at"	307.9	443.7	451.4	290.6	341	347.4
"96166_at"	602.6	730.9	691.2	550.8	689.2	592.8
"96167_at"	439.3	462.5	427.9	402.9	368.1	406.4
"96168_at"	945.6	807.2	761.8	1666	1463	1244.9
"96169_at"	1238.3	1230.4	1300.9	1615.9	1597.5	1446.3
"96171_at"	222.6	302.5	216.3	352.3	265.3	287.6
"96172_at"	23.8	29.3	83.6	21.1	30.9	25.4
"96174_at"	977.5	1175	1004.7	798.3	816.5	994.7
"96176_at"	957.3	1221.4	1072.9	1840.9	2134.5	1828.2
"96177_at"	746.6	849.8	932.9	686.8	907.2	1027.3
"96178_at"	2253	2246	2297.4	2289.8	2230.1	2382.4
"96180_at"	14.3	19.8	22.9	11.2	7.4	11.7
"96183_at"	950.4	938.5	973.7	400.8	360.6	404.5
"96184_at"	169.5	241.5	113.5	96.9	157.8	244.1
"96185_at"	1169	1339.1	1199	1197.9	1256.3	1196.9
"96186_at"	663.3	688.9	686.5	620	611.3	649.9
"96187_at"	1225.2	1039	841.4	1241.4	1231.6	1479.6
"96188_at"	359.9	365	273.4	301	288.1	276.6
"96189_at"	328.5	330.8	338	257.1	329	324.1
"96191_at"	475.7	446.2	643.2	474.7	353	418.4
"96192_at"	901.2	1057	810.2	890.5	849.8	860.1
"96193_at"	226.4	288	328.6	335.7	346.5	379.8
"96195_at"	605.7	616.9	655	441.1	629.4	561.5
"96196_i_at"	418.3	450.1	305.6	243.2	320.1	335.2
"96197_f_at"	602.7	467.9	360.1	356.2	355	477.4
"96198_at"	184.3	191.2	148.4	244	243.8	214.3
"96199_at"	131.6	130.3	148.2	295.3	356.3	333.5
"96200_at"	1289.4	1270.6	1584.6	1145.2	1158	1151
"96201_at"	160.8	214.5	197.4	199.1	194.5	189.3
"96202_at"	38.9	79.8	54.9	185.4	145.3	37.9
"96203_at"	230.8	200	188.7	156.2	157.8	136.7
"96204_at"	5.6	41.1	44.7	62.2	8.5	5
"96205_at"	101.5	100.4	85.7	9.5	74.9	75.4
"96206_at"	323.2	276.1	294.1	310.7	220.5	186.5
"96207_at"	710.7	805	520.2	463.1	607.6	562.1
"96208_at"	477.1	498.1	368.3	440.4	504.5	477.9
"96211_at"	283.5	141	163.3	151	205.7	85.4
"96212_at"	873.6	1007.8	1104.7	952.9	870.9	909.5
"96214_at"	421.6	249.1	540.6	615.7	395.9	515.8
"96215_f_at"	14728.9	14284.2	16334.9	5421.5	4733.9	4898.5
"96216_at"	91.4	205.5	232.6	152.3	162.9	144.2
"96217_at"	277.9	224.6	109	243	241.2	195.9
"96218_at"	436.9	423.6	401.8	637.8	585.8	511.3
"96219_at"	345.6	332.7	189	380.9	331.6	463.3
"96220_at"	324.7	245.1	224.6	232.3	142.4	304.3
"96221_at"	42	146.6	115.7	162.3	225.5	161.3
"96222_at"	378.9	299	312	267.8	243.1	203.5
"96223_at"	313.2	337	405.2	365.4	120.8	303.8
"96224_at"	394	230	375.7	297	368.5	456.9
"96226_at"	375	376.4	409.9	374.6	363.7	259.9
"96227_at"	35	94	149.8	48.3	116.7	46.1
"96228_at"	140.1	33	43.8	26	39.5	31
"96229_at"	37.4	16.3	101.4	90.5	56.3	37.4
"96230_at"	25	61.2	34.6	28.5	22.2	72.4
"96231_at"	171.3	200	107.3	208	200.7	146.8
"96232_at"	1244.4	1233	1152.1	1103.6	1207.3	1315
"96234_at"	1046.8	902.1	682.4	765.9	880.9	969.1
"96236_at"	854.2	842.9	581	615	702.1	839.4
"96237_at"	62.2	70.6	140.3	39.6	40.3	9.5
"96238_at"	201.3	129.5	95.4	47.8	122.5	103.5
"96239_at"	447	475.6	330.2	359	404.6	372.5
"96240_at"	323.5	327.1	324.9	259.3	214.3	387.8
"96241_at"	51.3	43.2	42.1	31.5	73.2	34.3
"96242_at"	74.3	191.3	232.2	178.6	193.5	163.9
"96243_f_at"	592.8	719.9	437.1	508.5	539.1	479.4
"96244_at"	1088.5	1245.9	1126.7	1500	1540	1582.9
"96245_at"	1758.8	1737.6	2076.7	1524.8	1501.9	1580.2
"96249_at"	2407.9	2369.5	2171.3	2349.7	2181.9	2295.2
"96252_at"	1359.5	1281.3	1464	1452.6	1512	1498.1
"96254_at"	374.2	451.3	425.5	443.7	495.7	368.9
"96255_at"	909.2	921.7	615.8	722.1	727	897.4
"96256_at"	1190.4	1231.5	1006	1061.5	1050.9	1159.7
"96257_at"	558.5	461.9	457.5	397.8	376	622.8
"96258_at"	417.3	718.8	449.3	543.9	639.8	563.5
"96259_at"	1858.4	1754.4	1988.1	1857.3	1814.4	1771.3
"96260_at"	1167.9	1251.7	1117.9	1304.8	1355.4	1258.5
"96261_at"	2577.2	2875.1	2490	3012.5	2502.1	2815.3
"96262_at"	968.7	936.4	1027	972.6	905.8	1062.8
"96263_at"	193	109	505.2	388.7	340.7	76.1
"96264_at"	735	870.8	855.6	1252.2	1019.8	929.9
"96266_at"	3515.7	3577.9	3484.7	2245.2	3103.7	3380.2
"96267_at"	5397.2	5199	6075.2	5524.6	5481.8	5239.4
"96268_at"	1585.5	1716.2	1409.4	1805.6	1859	1844.3
"96269_at"	2025.1	1937.5	2044	2204.7	1953.1	1869.3
"96270_at"	2842.9	2719.6	3783.7	3368.2	3946.5	3323.6
"96271_at"	504.9	499.4	446.1	290	433.4	422.9
"96272_at"	1311.7	1252.5	1322.8	810.6	855.3	908.3
"96273_at"	14.8	156.7	12.8	14.1	21.5	18.8
"96275_f_at"	197.6	78.5	99.4	80.8	31.6	78
"96276_r_at"	399.1	394.1	317.1	193.6	264	358.2
"96277_at"	149.5	400.1	373.2	327.9	324.1	301.1
"96278_at"	629.2	831	663	668.7	716.1	722.1
"96280_at"	1019.4	1161.3	971.7	1113.8	805.8	993.5
"96281_at"	2935.6	2995.7	2133.9	2298.6	2744.4	2839.1
"96283_at"	1137.9	1103.2	962.6	583.3	755.7	865.2
"96284_at"	2764.5	2883.4	3414	2383.8	2459.6	2630.9
"96285_at"	2947.7	2790.3	3412.1	3327.6	3047.8	3231.2
"96286_at"	874.5	872.4	1132.8	921.5	930.8	974.6
"96287_at"	78.8	139.8	235	231.2	107.1	106.6
"96288_at"	439.4	485.1	588.5	570.3	605.9	589
"96289_at"	2426.4	2535.6	2753.2	2597.2	2243.5	2471.2
"96290_f_at"	18049.2	16387.7	17257.2	17134.6	16323.4	16491.8
"96291_f_at"	2891.4	2882.4	2916.3	2629.6	2246	2297.9
"96292_r_at"	2985.5	3220.5	3457.5	2905.1	2717.5	2813.9
"96293_at"	3843.4	3949.3	4127.1	3614.3	3712.7	3542.1
"96294_s_at"	1490.9	1534.9	1375.7	1186.7	1085.8	1077
"96295_at"	6252.2	6002.6	6347	8505	7107.3	6802.1
"96296_at"	1338.5	1227.9	1608.7	1737.7	1474.6	1584.6
"96297_at"	893	916.9	802.5	986.6	1046.1	959.9
"96298_f_at"	10836.7	10935.5	11239.4	13026	11345.9	11402.1
"96299_at"	1529.1	1778.9	1424	1425	1329.6	1365.5
"96300_f_at"	14735	13920.9	16331.1	13716.3	11400	11526.6
"96301_at"	1202.6	1265.2	1245.7	1096	1085.8	930.5
"96302_at"	1105.2	1317.4	1196.4	1294.9	1075	1351
"96305_at"	866.8	818.5	658.1	785.7	750.7	845.8
"96306_at"	318.1	473	460.1	627.3	487.9	438.9
"96307_s_at"	29676.6	28116.6	32413.3	27570	24407.1	23836.2
"96308_r_at"	597.9	765.6	835.7	923.1	895	371.1
"96309_r_at"	84	85.7	46.1	102.1	132.8	48.3
"96310_at"	159.1	191.6	162.7	155.5	156.4	221.5
"96311_at"	28.7	92.1	73.9	90.4	106.7	60.2
"96313_at"	8.4	60.8	25.7	3.8	3.1	40.4
"96316_at"	50.7	89.1	117.5	134	61.5	5.6
"96318_at"	834.8	859.6	864.8	803.3	758.8	926.4
"96319_at"	6847.4	7311.9	6690.3	6647.3	6450.8	6110.7
"96320_at"	994.1	1014.5	1016.8	1198.6	1206.3	1168.5
"96321_at"	1804.7	1795.5	1742.1	2302.6	1967.7	1831.7
"96322_at"	1047.6	1082	855.5	928.2	953.3	1012.1
"96324_at"	183.9	218.5	132.2	127.7	170.8	197.4
"96325_at"	346.8	341.7	302.1	391.9	381.3	398.1
"96326_at"	33.2	57.1	33.4	12.7	101.5	25
"96327_at"	365.3	399.4	551.2	411.3	289.9	367.3
"96329_at"	2102.5	2190.8	2212.1	2066.5	1884.9	1944.5
"96331_at"	538	839.1	681.7	668.7	630.2	904.6
"96332_at"	7.4	11.1	24.4	8.4	7.9	66.6
"96333_g_at"	1933.5	2120.8	2028.5	2273.9	2097.9	2279
"96334_f_at"	32.9	88	105.3	55.5	127.2	27.7
"96335_at"	1096.1	1237.9	1319.7	1019.5	1182.3	1059.8
"96336_at"	85.6	152	215.7	138.6	143.4	148.3
"96337_at"	219	77.9	253.8	154.1	154.7	134.6
"96338_at"	1399.6	1311.9	1258.6	1208.7	1281.2	1412.6
"96339_at"	39.1	20.7	17.1	15.6	18.1	9
"96340_at"	383.8	360.6	427.9	738.3	465	541.9
"96341_at"	468.7	703.1	480.9	613	652	636.3
"96342_at"	791.8	896.3	711.9	635.1	684.2	701.9
"96343_at"	2926.1	3322.2	2699.9	2698	2885.6	3146.9
"96344_at"	917.2	807.1	773.1	616.9	515	619.9
"96345_at"	1100	1462.6	1024.8	1102.1	945.1	1151.3
"96346_at"	159.9	73	84.7	143.6	151.1	125.6
"96347_at"	7.6	7.3	8.8	7.7	7.9	27
"96348_at"	1292.1	929.8	803	1234.2	1229.3	1190.3
"96351_at"	678	736.9	637.4	601.5	757.5	681.2
"96352_at"	1028.6	986.7	941.3	1054.2	862.4	1009.4
"96353_at"	611.6	675.7	681	547	807.9	760.2
"96354_at"	574.6	584.3	434.3	394.2	401.9	393.9
"96355_at"	152.1	175.3	139.2	127	163.5	180.6
"96356_at"	62.1	11.4	75.4	53.1	20.2	25.5
"96357_at"	756.2	674.7	924.5	813.3	800.9	810.6
"96358_at"	33723.4	30438.8	37653.2	36776.3	29188	30138.9
"96359_at"	2656	2823.2	3356.6	2821.8	2888.3	3108.1
"96360_at"	5591.5	5629	6689.7	5979.1	5627	5941.4
"96365_at"	36.6	30.9	15.3	7.6	3.4	27.8
"96367_at"	25.7	23.3	34.7	102.3	35.6	161.7
"96373_at"	10.9	62.3	34.4	113.6	42.5	4.7
"96374_at"	87.3	12.8	46.8	9.9	63	6.6
"96375_at"	246.8	236.1	135.9	124	99.5	167.1
"96387_at"	14.2	20.6	28.2	21.2	26.3	19.8
"96388_at"	19.9	13.3	16.2	24.4	22.1	30.5
"96389_at"	34.3	134.7	108.4	50.1	89.4	54.7
"96390_at"	7.2	9.4	5.7	9.2	19.1	42.9
"96391_at"	289.9	294.2	348.8	342.2	519.6	297.3
"96392_at"	125.3	153.8	161.5	136.4	125.7	149.7
"96393_at"	16.4	28.1	24.9	24.8	20.5	15.1
"96394_at"	19.2	44.4	21.2	68.1	37.8	130
"96400_at"	18.1	3.8	4	23.8	36.1	46.9
"96408_at"	11.8	60	53.4	50.9	12.7	26.8
"96413_at"	86.4	17.2	129	124.5	11.5	34.6
"96414_at"	46.4	96.3	82.9	90.2	15.7	105.7
"96416_f_at"	989.2	855.2	1202.1	948.3	973.3	923.8
"96417_s_at"	7.8	17.7	21.8	28.5	15.6	46.3
"96418_r_at"	469.2	559.7	585.7	485.1	605.6	624.5
"96419_f_at"	41.5	20.7	34.7	41	43.1	18.7
"96420_at"	95.2	85.7	12.5	6.9	34.9	10.8
"96421_at"	13	12.4	6.3	15.9	3.3	5.5
"96422_at"	196.8	78.3	190	34.1	81.1	33.6
"96423_at"	140.4	120.5	217.2	185.7	145.1	165.5
"96424_at"	208	92.9	253.6	172.1	201.8	74.3
"96426_at"	4009.5	4366.6	3885.5	5938	5686.4	5491.1
"96431_at"	52.4	88.3	109.6	8.1	79.6	24.7
"96433_at"	54.5	30	133.4	11.3	35.5	12.3
"96435_at"	710.5	443.6	543.3	622.2	375.3	565.2
"96464_at"	480.4	489.2	557.5	467.3	566.3	545.9
"96474_at"	32.3	135.4	104	70.2	23.3	29.3
"96481_at"	94.2	11.4	17.9	8.6	76.7	74.1
"96482_at"	9.9	13.6	16.8	36.6	4.8	12.6
"96483_at"	6.2	6.1	11.9	13.9	5.8	4.6
"96484_at"	58.4	6.8	47.2	56.2	57.7	22.2
"96485_at"	24.5	27.7	20.4	49.4	49.8	33.2
"96486_at"	22.5	14.6	114.1	21.7	26.9	55.1
"96487_at"	72.8	92.6	106.8	31.6	80.1	71.6
"96488_at"	65.7	18.8	13	5.9	16.7	3.6
"96489_at"	52.5	2.5	40.2	23.7	9.9	31.4
"96490_at"	22.6	32.1	25.3	30.1	23.8	41.3
"96491_at"	130.8	193.1	209.6	126	112.1	186.6
"96492_at"	8.8	76.2	14	5.3	6.6	12
"96493_at"	324	293.6	268.2	346.6	375.1	340.4
"96494_at"	89.9	99.3	121.9	86.2	185.5	75.4
"96495_at"	226.6	120.9	384.9	240	232.9	199.8
"96496_g_at"	6.8	10.3	17.2	53.2	19.1	21.7
"96497_s_at"	32.3	66.9	51.2	27.5	49.7	16.8
"96498_at"	69.1	93.9	80.7	130.6	52.6	90.4
"96499_at"	8.1	3.1	42.4	2.2	4.3	3.7
"96500_at"	8.4	6.3	18	24.9	23.2	13.8
"96501_at"	90.6	120.7	31.3	100	39	16.7
"96502_at"	80.2	81.7	35.9	90.5	36.7	45.7
"96503_at"	13.7	15.5	38.5	30.5	17.2	18.3
"96504_at"	67.4	55.5	35.4	71.4	42.7	33.5
"96505_at"	50.8	22.1	33.7	48.3	48	35.7
"96506_at"	562.1	673.6	819.6	522.2	593.2	508.5
"96507_at"	44.8	120.8	49.5	32.5	33.9	129
"96508_at"	81.9	67.7	25	93.3	119.2	23.6
"96509_at"	57.1	97.7	53.1	71.9	97.4	7.2
"96510_at"	35.5	71.2	64	144.7	86.8	49.5
"96511_s_at"	58.1	24.4	30.9	22.2	27	72.3
"96512_at"	291.2	363.6	190.6	236	269.9	342.4
"96513_at"	127.7	129.4	95.8	161.5	119.3	83.9
"96514_at"	14.8	105	14.6	20.4	14.6	15.7
"96515_at"	30.2	22	25.5	21.8	29.2	14.6
"96516_at"	64.9	40.9	78.5	44.5	47.7	83.9
"96517_at"	19.5	24	113.9	34.6	25.1	45.1
"96518_at"	106.9	130.2	140.1	167.7	183.3	166.9
"96519_at"	114.6	188.5	240.7	189.9	220.5	93.9
"96520_at"	12.4	16.8	10.5	11.2	11.8	10.9
"96521_at"	135.8	86	72.3	153.5	157.3	54.7
"96522_at"	3944.7	4216.1	4150.5	4232.5	4308.5	4439.4
"96523_at"	130.2	38	36.1	142.3	19.3	147.5
"96524_at"	448.7	419.4	674.8	535.2	426.7	514.9
"96525_at"	29.1	15.4	12.7	40.6	20.3	13.2
"96526_at"	195.9	197.4	298	161.2	175.4	146.1
"96527_at"	245.3	319.9	245.7	379.2	266.3	247.5
"96528_at"	16.5	17.8	32	15	51.4	30.7
"96529_at"	20	49.5	151.9	32.9	73	124.4
"96530_at"	628.4	635.9	436.9	722.4	732.8	731.3
"96531_at"	851.2	1057.4	805.7	995.5	1116.1	1317.1
"96532_at"	88.3	69.5	78.7	47.5	91.2	138.6
"96533_at"	255	283.1	248.3	200.3	269	203.5
"96534_at"	68.3	17.3	50.5	27.8	51	60.9
"96535_at"	356.2	201.7	336.3	539.5	486.2	590.1
"96536_at"	74.3	123.4	18	17.8	107.9	66.6
"96537_at"	18.8	19.1	21.5	22.1	21.8	63.4
"96538_at"	14.1	26.7	11.7	19.2	10.1	4.9
"96539_at"	383	263.2	357.7	355.9	261.2	393.2
"96540_at"	23	22.8	31.6	21.4	27	38.6
"96541_at"	219.3	261.9	331.6	246.1	281.9	228.1
"96542_at"	4701.1	4780.3	4956.1	4347.3	4542.8	4439.2
"96543_at"	4.8	8.3	8.8	12.9	4.7	6.2
"96544_at"	13.1	11.3	48.5	11.6	7.2	12.9
"96545_s_at"	375.1	366	288.4	352.6	347.3	367.7
"96546_r_at"	4094.2	4107.7	5079.7	4960.2	4442.4	4031
"96547_at"	34	17.9	30.4	77	23.3	27.7
"96548_at"	66.3	4.7	61.7	21.6	61	3.4
"96549_at"	28.9	49.4	134.6	34.5	189.5	74.5
"96550_at"	52.9	223.8	131.9	88.1	225.3	123.3
"96551_at"	8.1	57.2	8.2	15.1	6.5	3.4
"96552_at"	366.1	409.5	455.1	302	308.8	257.5
"96553_at"	12.4	66.2	15.1	21.8	20.3	11.9
"96554_r_at"	134.1	107.7	111.2	119.4	84.8	129.4
"96555_at"	271.8	258.7	195.4	143.9	147.5	143.2
"96556_at"	8	20.1	22	29.2	14.1	16
"96557_at"	619.1	655	742	375.5	368	393.9
"96558_at"	410.9	317.8	300.6	276.3	260.5	322.2
"96559_at"	8.8	3.6	9.6	53.9	56.3	7.6
"96560_at"	134.8	140.3	145.9	136.6	141.1	174
"96561_at"	585	583.9	530.7	1054.2	1260.6	1313.6
"96562_at"	87.1	23.9	35.7	105.6	139.4	122
"96563_at"	610.8	615.6	421.1	454.1	577.5	612.3
"96564_at"	8469.4	8951.2	7538.3	8344.3	8384.6	9318.6
"96565_at"	416.6	438.6	265.9	198.7	293.1	244.5
"96566_at"	63.4	29.2	39.2	56.3	103	17.3
"96567_at"	29.5	12.5	18.5	25.2	16.6	25.7
"96568_at"	23.8	18	14.9	20.2	11.6	10.9
"96569_at"	704.1	660.1	896.8	615.6	631	614.2
"96570_at"	149.6	180	77.6	187.2	75.5	117.5
"96571_at"	30.7	104	65.3	9.4	13.3	49.1
"96572_at"	92.4	14	18.1	7.2	51.9	12.4
"96573_at"	19862	17303.5	16210.1	18111.3	18904.4	18472.6
"96574_at"	148.3	192.6	169.6	47.8	110.7	110.4
"96575_at"	27947.9	25413.2	28581.2	25755.2	24021.6	22688.7
"96576_at"	7.7	4	11.8	10.3	11.6	4.3
"96577_i_at"	658.1	773.2	937.9	715.7	553.6	584.3
"96578_r_at"	794.2	658.7	713.3	534.6	711.4	748.8
"96579_at"	125.1	87.5	124.6	120.6	30.6	21.4
"96580_at"	136.1	189	178.9	110	23.2	203.5
"96581_at"	13.3	15.1	29.1	15.7	27.8	16.4
"96582_at"	6.8	16.9	11	18.5	16.7	19.9
"96583_s_at"	99.6	32.1	175.2	149.6	33.4	157.9
"96584_f_at"	438.9	265.6	228.9	159.3	291.9	153.2
"96585_at"	24	101.9	60.3	78.3	41.4	27.8
"96586_at"	9.2	21.4	14.8	32.8	10.9	12.9
"96587_at"	99.1	171.6	142.2	132.3	163.9	173
"96588_at"	29.7	6.8	96.3	50.7	2.2	2.5
"96589_at"	37.4	9.5	7.9	11.2	45.2	6.2
"96590_f_at"	203.4	129.9	36	71.3	104.9	169.1
"96591_at"	39.3	17.5	42.7	46.3	24.8	18.4
"96592_at"	124.1	59.4	7.2	48	66.8	80.3
"96593_at"	233.2	270	338.7	383.7	309	270.4
"96594_at"	3583.7	4162.6	3149.2	3360.8	3016.9	3434
"96595_at"	177.5	131	171.8	133.5	96	108.5
"96596_at"	349	261.8	272.3	383.7	452.6	370.9
"96597_at"	108.9	57.4	143	61.3	55.2	88.2
"96598_at"	71.3	263.6	169.1	146.1	104.4	195.3
"96599_at"	5.3	11.5	84.1	94.5	94.9	64.8
"96600_at"	3.2	30.6	3.2	2.9	3.4	13
"96601_at"	21.2	14.4	40	11.7	20.9	11.9
"96602_g_at"	129.6	168.2	102.4	80.2	96.6	96.9
"96603_at"	28.5	166.3	149.5	91.5	171.9	102.2
"96604_at"	794.5	617.1	698.3	614.9	667	640.4
"96605_at"	226.4	237.7	107.3	168.8	52.9	171.9
"96606_at"	331.2	360.5	212.2	333.7	312.8	339.1
"96607_at"	541.4	614.8	773.6	828.4	488.8	589.8
"96608_at"	255.2	382.9	337.4	324.1	383.2	341.1
"96609_at"	2986.5	2526	2405.4	2750.6	2353.1	2480.8
"96610_at"	979.8	986.5	1030.4	1198.6	1221.8	1256.1
"96611_at"	2365.9	2201.2	1801.9	2259.6	2243	2353.2
"96613_at"	1039	1081.2	890.7	820	844.7	1070.2
"96614_at"	877.3	843.3	869.9	736.3	674.5	731.2
"96615_at"	855.1	723.9	715.9	771.3	641.4	683.9
"96616_at"	887.6	803.6	651.8	650.9	620.7	666.9
"96617_at"	536.1	557.8	515.4	549.1	434	563.3
"96618_at"	457.4	568	429.4	586.2	632.2	578.3
"96619_at"	238	167.9	102.9	254.1	284.7	217.6
"96620_at"	260.6	335.6	232.2	451.8	507.4	478.8
"96621_at"	652.2	674.6	540.7	753.3	819.3	559.6
"96623_at"	620.4	734.8	517.7	514.2	571.4	673.2
"96624_r_at"	316	425.4	490.1	484	255.5	187
"96625_at"	659.5	649.6	492.7	520.9	528.8	443.8
"96626_at"	803.4	1079	862.6	1078.2	833.7	997
"96627_at"	293.8	226.4	393.7	699.8	667.3	639.4
"96628_at"	877	1017.6	802.5	708.6	910.6	898.2
"96629_at"	570.4	343.7	429.7	481.3	443.3	470.8
"96630_at"	53.8	70.5	137.4	20.3	23.9	25.9
"96632_at"	7618	7673.1	10361.4	10555.3	10230.3	9623.4
"96633_s_at"	3861.1	4302.9	3714.6	5504.8	5240.2	5047.1
"96634_at"	11.1	76.5	21.8	32	34.5	106.6
"96635_at"	474.2	504.2	531.9	437.7	351.2	475.7
"96636_at"	1107.2	1235	1141.2	1265.9	1207.8	1089.8
"96637_at"	428.2	497.4	365.4	514.2	428.1	377
"96638_at"	26.9	159.2	36.9	27.9	30.7	7.3
"96639_at"	3.6	6.2	17.2	8.9	2.8	8.7
"96640_at"	538.8	536.1	512.5	446.7	512.2	429.5
"96641_at"	1472.2	1680.5	1729.4	1745.4	1508.5	1560
"96643_at"	411.3	410.3	372.3	1524.6	1630.8	1625.7
"96644_at"	3.6	61.1	8.4	67.9	10	27.2
"96646_at"	507.4	625.3	409.6	579.5	572.6	586.2
"96647_at"	1102.9	1126.2	1077.6	1037.7	921.1	1079.8
"96648_at"	226.2	65.4	227.2	170.2	123.6	211.2
"96649_at"	735.9	553	542.1	567.9	537.6	576.7
"96650_at"	151.6	197.8	182.3	138.9	265	206.9
"96651_at"	472.2	343.8	297.2	217.7	291.2	240
"96652_at"	1791.2	1993.9	1578.8	1726.2	1936.3	1897.8
"96653_at"	1260	1156.5	1245.2	1493	1217.2	1716.1
"96654_at"	213	226.9	243	154.4	218.6	132.5
"96655_g_at"	589.1	517.2	706.6	492	643.4	518.9
"96656_at"	442.1	587.6	497.3	382.5	365.5	437.7
"96657_at"	827	796.2	751.2	847.1	1030.5	832.8
"96658_at"	1969.6	1696.8	1338.7	1794.8	1687.1	1763.9
"96661_at"	1244.2	1209.2	1352.3	1077.5	1036.7	1204.7
"96662_at"	299.9	377.8	295.2	215.1	261.9	312
"96663_at"	404.7	454.5	460.1	315.6	394.5	341.1
"96664_at"	1476.6	1584.4	1425	2320.3	2290.8	2107.4
"96665_at"	1218.2	1088.3	1400	1726.4	1443.8	1258.7
"96666_at"	196.7	284.8	181.6	163.6	210.8	148.4
"96667_at"	672.9	806.6	694.6	506.5	831.2	794.9
"96668_at"	1442.7	1712.5	1638.5	2701.8	2901.5	3073.4
"96669_at"	571.1	587.7	440.7	809.9	793.5	896.9
"96670_at"	29.2	76.9	122	170.3	108.6	121.3
"96672_at"	241	214.7	383.1	283.4	426.1	307.6
"96674_at"	2769	3076	2915.4	2742.5	2727.3	2732
"96675_at"	1384.2	1329	1171.2	1229.7	1459.9	1121.6
"96676_at"	446	502.5	383.4	441.1	501.7	454.2
"96677_at"	1283.2	1241.9	1291	1515.3	1400.2	1306.7
"96678_at"	374.5	378.4	386.9	169.4	206.7	182.9
"96679_at"	96.5	102.4	127.2	112.1	92.1	59.7
"96680_at"	417.1	371.4	204.7	243.3	217.7	155.8
"96682_at"	99.5	196.7	65.2	29.7	71.5	32.8
"96684_at"	724.8	876.5	691.8	985	940	1008.8
"96685_at"	111.5	43.5	87	110.9	31.1	75.6
"96686_i_at"	1382.8	1436.9	1240	1013.3	992.1	1068.7
"96687_f_at"	901.9	942.6	706.6	499.9	580.4	625.4
"96688_at"	85.1	47.5	74.7	87.3	76.3	96.5
"96691_at"	687.6	657.3	685.2	774.2	606.5	653.2
"96692_at"	234.5	167.4	224.6	244.5	69.5	99.7
"96693_at"	1937.9	2306.5	2271.5	2870.4	2369.6	2438.4
"96694_at"	112.2	70	10.6	71.9	101.5	58.2
"96695_at"	336.1	200.3	209.8	457.1	419.6	389.5
"96696_at"	8379.9	8552	7686.2	7320	6721.6	7178.1
"96698_at"	1584.2	1931.9	1418.4	2194.3	2294.4	2206.4
"96699_at"	17422.4	17324.6	19797.2	19255.2	18307.4	17614.1
"96700_r_at"	108.2	54.5	87.8	62.9	134.5	57.1
"96701_at"	6058	7219.8	6566.8	6156.8	6319.4	6858.4
"96703_at"	1767.9	1314.3	1325.7	1983.4	1817.3	1882.6
"96704_at"	1768.1	1558.6	2057.8	1627.8	1491.2	1683.3
"96707_at"	858.5	997.7	822.9	762.4	856.2	793.9
"96708_at"	298.9	493.1	237.5	260.7	221.5	362.4
"96709_at"	635.2	669.6	570.3	721	805.5	725.2
"96710_at"	2772.4	2888.5	2660.3	2741.3	3008.3	2698.8
"96711_at"	1497.7	1479.8	1400.4	1406	1358.6	1236.3
"96712_at"	489.7	301.2	501.9	578.6	459	517.4
